Country Name,Country Code,Year,GDP per capita (current US$),"Population, total",awardYear,dateAwarded,prizeAmount,prizeAmountAdjusted,category.en,categoryFullName.en,winner_id,winner_link,id,given_name,family_name,full_name,gender,birth_date,birth_place_city,birth_place_country,city_now,country_now,continent
Afghanistan,AFG,2010,562.499221552971,28189672.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2011,608.738850364613,29249157.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2012,653.417474910283,30466479.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2013,638.73318101404,31541209.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2014,626.512929086139,32716210.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2015,566.881129708434,33753499.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2016,523.053011984748,34636207.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2017,526.140801025756,35643418.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2018,492.090630986151,36686784.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2019,497.741431256813,37769499.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2020,512.055098005672,38972230.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2021,355.777826392648,40099462.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2022,352.603733092107,41128771.0,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,2023,,42239854.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1974,421.977184738244,193512956.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1975,435.977901648087,199284304.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1976,430.261243729322,205202669.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1977,468.301006855768,211120911.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1978,509.479881706338,217481420.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1979,578.563220048066,224315978.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1980,728.089032364032,230967858.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1981,747.045457327748,237937461.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1982,689.942670834929,245386717.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1983,711.678240716245,252779730.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1984,638.748097266477,260209149.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1985,534.63657158749,267938123.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1986,560.769811627585,276035920.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1987,653.141414479377,284490394.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1988,690.218354018774,292795186.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1989,712.241039213014,301124880.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1990,810.646700079806,309890664.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1991,858.727618633322,318544083.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1992,732.360417834814,326933522.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1993,715.892117172597,335625136.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1994,707.177201584469,344418362.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1995,773.575368635221,353466601.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1996,750.771355723696,362985802.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1997,774.549634806529,372352230.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1998,704.277315719787,381715600.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,1999,678.004155967361,391486231.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2000,715.142507332877,401600588.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2001,633.473381647953,412001885.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2002,633.520200697013,422741118.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2003,819.986705041887,433807484.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2004,994.193854428418,445281555.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2005,1130.16893800135,457153837.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2006,1235.84712467542,469508516.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2007,1379.74675649107,482406426.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2008,1439.24092429085,495748900.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2009,1404.53594803156,509410477.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2010,1622.68409299336,523459657.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2011,1757.99840406352,537792950.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2012,1724.20405261091,552530654.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2013,1696.35603961321,567892149.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2014,1678.55360976878,583651101.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2015,1498.80508358802,600008424.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2016,1346.30128120779,616377605.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2017,1485.7535786147,632746570.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2018,1558.61207925907,649757148.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2019,1508.48688648948,667242986.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2020,1356.08887141531,685112979.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2021,1545.95669660381,702977106.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2022,1642.43203899493,720859132.0,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,2023,1672.5059574692,739108306.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1974,370.935049119746,133953892.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1975,416.440747632831,137548613.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1976,484.122147845679,141258400.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1977,494.6891205982,145122851.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1978,527.986474272969,149206663.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1979,630.017269641722,153459665.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1980,763.507777729294,157825609.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1981,1336.29003223031,162323313.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1982,1172.99704518665,167023385.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1983,881.422884675276,171566640.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1984,745.326947463229,176054495.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1985,762.111294770313,180817312.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1986,588.180368781536,185720244.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1987,588.670593297145,190759952.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1988,567.573162576345,195969722.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1989,516.079428421792,201392200.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1990,598.393654721298,206739024.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1991,612.434518557781,212172888.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1992,571.64571752553,217966101.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1993,579.709832591796,223788766.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1994,586.813720557829,229675775.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1995,878.384133199292,235861484.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1996,1084.23049382323,242200260.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1997,1108.67598376033,248713095.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1998,1159.18683744267,255482918.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,1999,531.516489087778,262397030.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2000,527.202561683489,269611898.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2001,539.225748784857,277160097.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2002,627.095915323968,284952322.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2003,706.476561309633,292977949.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2004,850.083582158985,301265247.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2005,1008.34176572599,309824829.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2006,1246.34945356314,318601484.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2007,1421.44464408425,327612838.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2008,1685.80693558685,336893835.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2009,1467.78917417001,346475221.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2010,1680.141063273,356337762.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2011,1861.53730345913,366489204.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2012,1958.07740299649,376797999.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2013,2154.31508352123,387204553.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2014,2248.51842565537,397855507.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2015,1882.51880807768,408690375.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2016,1648.92026894717,419778384.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2017,1590.5557849502,431138704.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2018,1735.44583276662,442646825.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2019,1813.60914568405,454306063.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2020,1688.47087082362,466189102.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2021,1769.17185266776,478185907.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2022,1788.8753472127,490330870.0,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,2023,1584.33328485465,502789511.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1974,,2350124.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1975,,2404831.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1976,,2458526.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1977,,2513546.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1978,,2566266.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1979,,2617832.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1980,,2671997.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1981,,2726056.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1982,,2784278.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1983,,2843960.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1984,639.484730161417,2904429.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1985,639.865903755552,2964762.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1986,693.873474633887,3022635.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1987,674.793383069492,3083605.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1988,652.774321396566,3142336.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1989,697.995596576519,3227943.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1990,617.230435515505,3286542.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1991,336.586994504629,3266790.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1992,200.852219772323,3247039.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1993,367.279225077581,3227287.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1994,586.416135130865,3207536.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1995,750.604449178826,3187784.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1996,1009.97711053398,3168033.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1997,717.380047745673,3148281.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1998,813.789396580449,3128530.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,1999,1033.24253162418,3108778.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2000,1126.68334010717,3089027.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2001,1281.6598256178,3060173.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2002,1425.12421860142,3051010.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2003,1846.12012081207,3039616.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2004,2373.58129170055,3026939.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2005,2673.78781583529,3011487.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2006,2972.74362094736,2992547.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2007,3595.03829536404,2970017.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2008,4370.53971639449,2947314.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2009,4114.13403283023,2927519.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2010,4094.34968570481,2913021.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2011,4437.14116097061,2905195.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2012,4247.63134315945,2900401.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2013,4413.06338346821,2895092.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2014,4578.63320812155,2889104.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2015,3952.80357364813,2880703.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2016,4124.05538986272,2876101.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2017,4531.03220675893,2873457.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2018,5287.66080067575,2866376.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2019,5396.2142432843,2854191.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2020,5343.0377039956,2837849.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2021,6377.20309553753,2811666.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2022,6810.11404104233,2777689.0,,,,,,,,,,,,,,,,,,,
Albania,ALB,2023,8367.77573143421,2745972.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1974,871.73146199197,15153602.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1975,989.393162933367,15724692.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1976,1074.40524480058,16500516.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1977,1223.991985438,17134192.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1978,1495.20910297049,17632645.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1979,1829.89715570571,18166981.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1980,2259.7243664761,18739378.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1981,2291.75610066667,19351357.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1982,2260.34752384937,20000096.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1983,2359.59326397424,20682111.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1984,2510.03683324232,21393530.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1985,2617.72544861118,22132905.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1986,2783.4310226391,22882553.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1987,2829.87927404758,23586101.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1988,2437.37792301413,24243018.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1989,2235.26812213413,24889507.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1990,2431.55135968865,25518074.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1991,1749.28608748967,26133905.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1992,1794.62350740515,26748303.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1993,1825.87509656701,27354327.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1994,1522.82520284828,27937006.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1995,1466.54468037742,28478022.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1996,1619.53241242785,28984634.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1997,1634.46740988129,29476031.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1998,1610.30297761325,29924668.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,1999,1602.8649145582,30346083.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2000,1780.37606280604,30774621.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2001,1904.21555356782,31200985.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2002,1945.19192868032,31624696.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2003,2292.31758148495,32055883.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2004,2827.22716459299,32510186.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2005,3248.09981432319,32956690.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2006,3681.29098817798,33435080.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2007,4192.66316915541,33983827.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2008,5217.99182157355,34569592.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2009,4270.85845146029,35196037.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2010,4958.2593791361,35856344.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2011,5974.57008682611,36543541.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2012,6096.09001549263,37260563.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2013,6044.67490330703,38000626.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2014,6164.64469897525,38760168.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2015,4741.49977033558,39543154.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2016,4481.08196153066,40339329.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2017,4615.86874364885,41136546.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2018,4640.31414537956,41927007.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2019,4530.10174483631,42705368.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2020,3794.40952448639,43451666.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2021,4216.2512851303,44177969.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2022,5023.25293164928,44903225.0,,,,,,,,,,,,,,,,,,,
Algeria,DZA,2023,5260.20624980797,45606480.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1974,,29012.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1975,,29573.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1976,,30198.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1977,,30816.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1978,,31428.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1979,,32045.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1980,,32886.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1981,,34059.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1982,,35367.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1983,,36735.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1984,,38168.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1985,,39663.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1986,,41221.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1987,,42842.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1988,,44532.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1989,,46288.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1990,,47818.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1991,,48992.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1992,,50078.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1993,,51174.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1994,,52288.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1995,,53401.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1996,,54500.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1997,,55578.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1998,,56603.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,1999,,57594.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2000,,58230.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2001,,58324.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2002,8800.72881035461,58177.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2003,9043.68236654528,57941.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2004,8832.81851941832,57626.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2005,8733.01428721137,57254.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2006,8673.92719531291,56837.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2007,9187.16634446553,56383.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2008,10019.502245442,55891.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2009,12191.5977314597,55366.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2010,10446.8632062572,54849.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2011,10495.3047320935,54310.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2012,11920.0610903131,53691.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2013,12038.8715916596,52995.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2014,12313.9973571825,52217.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2015,13101.5418159165,51368.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2016,13300.8246114811,50448.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2017,12372.8847825647,49463.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2018,13195.9358995539,48424.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2019,13672.576657298,47321.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2020,15609.7772196843,46189.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2021,16653.7137781725,45035.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2022,19673.3901023197,44273.0,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,2023,,43914.0,,,,,,,,,,,,,,,,,,,
Andorra,AND,1974,7174.4445640171,26003.0,,,,,,,,,,,,,,,,,,,
Andorra,AND,1975,7963.55181640127,27640.0,,,,,,,,,,,,,,,,,,,
Andorra,AND,1976,7758.71683045235,29294.0,,,,,,,,,,,,,,,,,,,
Andorra,AND,1977,8206.98236540657,30949.0,,,,,,,,,,,,,,,,,,,
